Time,Dubai Crude,Exchange Rate,Dubai Crude,Diesel Importer Cost,Diesel ETS Charge,Diesel GST,Diesel Taxes and Levies,"Diesel Price Excl Tax, Levies and ETS",Diesel Retail Price,Diesel Importer Margin,Regular Petrol Importer Cost,Regular Petrol ETS Charge,Regular Petrol GST,Regular Petrol Taxes and Levies,"Petrol price Excl Tax, Levies and ETS",Regular Petrol Retail Price,Regular Petrol Importer Margin,,,,,,,,,
Week ending Friday,US$ per barrel,US$/NZ$,NZ$ per barrel,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,NZ Cents per Litre,,,,,,,,,
23 April 2004,32.10,0.633,50.74,43.4,,7.5,7.9,59.6,67.5,18.7,48.6,,12.7,54.7,59.8,114.5,13.9,,,,,,,,,
30 April 2004,32.65,0.626,52.16,45.8,,7.3,7.7,58.3,66.0,15.9,52.2,,12.6,54.5,58.5,113.0,11.8,,,,,,,,,
7 May 2004,33.38,0.630,52.94,47.8,,7.8,8.2,62.2,70.3,18.8,53.3,,13.0,55.0,62.3,117.3,13.8,,,,,,,,,
14 May 2004,34.41,0.609,56.55,48.1,,8.3,8.7,66.2,74.9,20.5,56.4,,13.5,55.5,66.4,121.9,14.2,,,,,,,,,
21 May 2004,35.77,0.602,59.40,46.5,,8.3,8.6,65.7,74.3,17.9,54.3,,13.5,55.4,65.9,121.3,12.6,,,,,,,,,
28 May 2004,35.03,0.618,56.68,45.7,,8.5,8.9,68.0,76.9,19.9,53.7,,13.8,55.7,68.2,123.9,11.8,,,,,,,,,
4 June 2004,35.22,0.628,56.13,44.3,,8.5,8.9,67.7,76.6,21.3,49.4,,13.7,55.7,67.9,123.6,13.6,,,,,,,,,
11 June 2004,33.52,0.629,53.30,44.5,,8.2,8.5,65.1,73.6,19.4,48.2,,13.4,55.4,65.2,120.6,11.5,,,,,,,,,
18 June 2004,33.31,0.627,53.12,44.5,,8.0,8.3,63.3,71.6,19.0,47.7,,13.2,55.1,63.5,118.6,14.1,,,,,,,,,
25 June 2004,33.66,0.630,53.45,43.2,,7.8,8.1,61.8,69.9,17.3,44.6,,13.0,55.0,61.9,116.9,13.7,,,,,,,,,
2 July 2004,32.19,0.637,50.51,45.8,,7.6,8.0,60.5,68.5,16.1,47.3,,12.7,54.7,59.8,114.5,12.2,,,,,,,,,
9 July 2004,34.41,0.652,52.78,45.8,,7.7,8.0,61.1,69.2,17.9,48.3,,12.5,54.5,58.4,112.9,13.8,,,,,,,,,
16 July 2004,34.44,0.656,52.52,47.7,,7.9,8.2,62.7,70.9,16.9,48.9,,12.7,54.6,59.3,113.9,12.0,,,,,,,,,
23 July 2004,34.72,0.650,53.44,51.0,,8.0,8.3,63.4,71.8,17.6,51.3,,12.9,54.8,60.9,115.8,12.7,,,,,,,,,
30 July 2004,35.24,0.632,55.75,51.5,,8.3,8.6,66.0,74.6,18.2,53.1,,13.1,55.1,63.0,118.0,14.0,,,,,,,,,
6 August 2004,37.04,0.642,57.74,51.0,,8.6,9.0,68.6,77.6,17.6,53.2,,13.4,55.4,65.2,120.6,14.0,,,,,,,,,
13 August 2004,38.19,0.654,58.39,52.0,,8.8,9.1,69.8,78.9,18.3,53.9,,13.5,55.5,66.4,121.9,13.3,,,,,,,,,
20 August 2004,39.81,0.666,59.77,52.0,,8.8,9.1,69.8,78.9,18.8,52.8,,13.5,55.5,66.4,121.9,13.2,,,,,,,,,
27 August 2004,39.60,0.656,60.34,50.9,,8.8,9.1,69.8,78.9,17.7,50.1,,13.5,55.5,66.4,121.9,12.5,,,,,,,,,
3 September 2004,36.46,0.652,55.91,52.9,,8.8,9.1,69.9,79.0,17.9,49.3,,13.5,55.5,66.3,121.8,13.5,,,,,,,,,
10 September 2004,34.96,0.650,53.79,53.3,,8.7,9.0,68.9,77.9,18.0,49.9,,13.3,55.3,64.6,119.9,14.6,,,,,,,,,
17 September 2004,34.57,0.659,52.45,54.7,,8.7,9.0,68.9,77.9,16.0,51.6,,13.3,55.3,64.6,119.9,15.3,,,,,,,,,
24 September 2004,35.28,0.663,53.21,55.1,,8.7,9.0,69.0,78.0,15.7,52.7,,13.3,55.3,64.7,120.0,14.8,,,,,,,,,
1 October 2004,37.26,0.671,55.57,53.5,,9.1,9.4,72.2,81.6,17.4,53.5,,13.4,55.4,65.5,120.9,13.8,,,,,,,,,
8 October 2004,37.80,0.673,56.14,57.3,,9.1,9.5,72.4,81.9,17.3,55.4,,13.4,55.4,65.5,120.9,12.8,,,,,,,,,
15 October 2004,37.72,0.680,55.47,56.8,,9.1,9.5,72.8,82.3,19.3,53.2,,13.6,55.6,66.8,122.3,13.3,,,,,,,,,
22 October 2004,37.54,0.688,54.58,55.9,,9.4,9.7,74.7,84.5,17.5,53.6,,13.9,55.9,69.2,125.0,13.8,,,,,,,,,
29 October 2004,37.38,0.692,54.03,52.9,,9.3,9.7,74.2,83.9,17.5,51.8,,13.7,55.7,67.7,123.3,14.4,,,,,,,,,
5 November 2004,36.66,0.688,53.31,53.3,,9.3,9.7,74.2,83.9,18.3,51.3,,13.5,55.5,66.4,121.9,12.8,,,,,,,,,
12 November 2004,34.98,0.690,50.71,51.9,,9.2,9.6,73.5,83.0,20.6,49.0,,13.4,55.4,65.6,121.0,13.8,,,,,,,,,
19 November 2004,32.97,0.701,47.01,53.1,,9.1,9.4,72.2,81.6,18.8,50.4,,13.3,55.3,64.4,119.6,13.0,,,,,,,,,
26 November 2004,33.72,0.712,47.37,49.8,,8.9,9.3,70.9,80.2,19.0,48.1,,13.1,55.1,63.2,118.3,14.2,,,,,,,,,
3 December 2004,35.46,0.716,49.53,45.2,,9.1,9.4,72.2,81.6,19.1,42.3,,13.4,55.4,65.2,120.6,14.9,,,,,,,,,
10 December 2004,33.23,0.717,46.35,47.6,,8.4,8.7,66.7,75.5,16.9,42.8,,12.7,54.6,59.3,113.9,11.2,,,,,,,,,
17 December 2004,33.94,0.710,47.81,48.2,,8.1,8.5,64.4,72.9,19.3,43.1,,12.2,54.2,55.7,109.9,13.4,,,,,,,,,
24 December 2004,35.95,0.713,50.46,44.1,,8.4,8.8,66.9,75.7,19.3,41.5,,12.5,54.4,57.7,112.1,14.9,,,,,,,,,
31 December 2004,33.38,0.718,46.51,46.0,,8.5,8.8,67.4,76.2,19.2,42.5,,12.5,54.5,58.0,112.5,14.9,,,,,,,,,
7 January 2005,34.44,0.700,49.18,47.4,,8.2,8.5,65.0,73.5,20.4,45.0,,12.3,54.2,56.2,110.5,14.3,,,,,,,,,
14 January 2005,37.01,0.699,52.94,47.7,,8.5,8.9,67.7,76.6,21.8,48.4,,12.6,54.6,59.0,113.6,16.5,,,,,,,,,
21 January 2005,39.32,0.700,56.19,49.6,,8.7,9.0,68.9,77.9,21.5,49.1,,13.0,55.0,62.2,117.2,17.2,,,,,,,,,
28 January 2005,40.35,0.714,56.50,48.7,,8.7,9.0,68.9,77.9,21.1,48.5,,13.1,55.1,63.1,118.2,14.7,,,,,,,,,
4 February 2005,38.79,0.711,54.53,49.1,,8.7,9.0,68.9,77.9,19.3,49.1,,13.2,55.2,63.7,118.9,14.6,,,,,,,,,
11 February 2005,38.20,0.705,54.21,48.7,,8.5,8.8,67.4,76.2,18.6,51.7,,13.1,55.0,62.6,117.6,14.0,,,,,,,,,
18 February 2005,39.40,0.715,55.09,51.7,,8.4,8.7,66.5,75.2,17.3,54.7,,12.9,54.9,61.6,116.5,12.4,,,,,,,,,
25 February 2005,41.00,0.724,56.65,55.8,,8.5,8.9,68.0,76.9,19.3,54.7,,13.2,55.2,64.0,119.2,12.3,,,,,,,,,
4 March 2005,42.90,0.726,59.11,55.8,,8.6,9.0,68.8,77.8,17.1,55.7,,13.4,55.3,64.9,120.2,10.2,,,,,,,,,
11 March 2005,44.66,0.737,60.59,57.8,,9.3,9.6,73.8,83.5,18.1,54.5,,13.5,55.5,66.4,121.9,11.7,,,,,,,,,
18 March 2005,46.21,0.741,62.36,58.6,,9.7,10.0,76.9,86.9,21.1,55.3,,13.6,55.5,66.6,122.2,10.9,,,,,,,,,
25 March 2005,47.58,0.730,65.16,60.8,,9.4,9.8,75.0,84.8,17.2,57.4,,13.5,55.5,66.3,121.8,11.8,,,,,,,,,
1 April 2005,46.77,0.709,65.95,63.5,,9.8,10.1,77.7,87.8,18.9,61.2,,13.9,55.8,68.9,124.7,12.7,,,,,,,,,
8 April 2005,49.76,0.709,70.16,58.9,,9.9,10.2,78.7,88.9,17.8,58.5,,14.4,61.4,68.1,129.5,10.8,,,,,,,,,
15 April 2005,46.76,0.720,64.96,58.1,,9.9,10.2,78.7,88.9,15.2,57.9,,14.4,61.4,68.1,129.5,7.0,,,,,,,,,
22 April 2005,45.25,0.722,62.65,58.0,,9.8,10.2,78.3,88.5,19.4,55.6,,14.4,61.4,68.1,129.5,9.7,,,,,,,,,
29 April 2005,47.19,0.726,65.03,56.1,,9.5,9.9,76.0,85.9,17.9,51.4,,14.4,61.4,68.1,129.5,10.2,,,,,,,,,
6 May 2005,45.83,0.731,62.71,54.9,,9.5,9.8,75.5,85.3,17.5,51.6,,14.1,61.1,66.1,127.2,10.5,,,,,,,,,
13 May 2005,45.50,0.728,62.53,54.0,,9.3,9.6,74.0,83.6,17.9,50.5,,13.8,60.7,63.2,123.9,11.8,,,,,,,,,
20 May 2005,44.53,0.710,62.73,56.2,,9.1,9.4,72.2,81.6,17.3,51.7,,13.7,60.7,62.9,123.6,11.3,,,,,,,,,
27 May 2005,45.24,0.711,63.64,58.8,,8.8,9.2,70.0,79.2,16.0,53.7,,13.4,60.4,60.5,120.9,10.0,,,,,,,,,
3 June 2005,47.32,0.705,67.08,62.4,,9.0,9.3,71.3,80.6,15.1,54.9,,13.5,60.5,61.3,121.8,9.5,,,,,,,,,
10 June 2005,49.49,0.712,69.48,64.9,,9.4,9.8,74.9,84.6,16.1,56.9,,13.8,60.8,63.8,124.6,10.1,,,,,,,,,
17 June 2005,50.40,0.709,71.05,64.8,,9.7,10.1,77.5,87.6,15.1,58.6,,14.2,61.1,66.5,127.6,11.5,,,,,,,,,
24 June 2005,50.49,0.713,70.78,65.5,,10.2,10.6,81.6,92.2,16.7,59.3,,14.6,61.5,69.5,131.0,12.6,,,,,,,,,
1 July 2005,53.23,0.702,75.84,70.9,,10.4,10.8,83.1,93.9,18.7,64.4,,14.7,61.7,70.5,132.2,12.3,,,,,,,,,
8 July 2005,53.76,0.677,79.41,69.1,,10.4,10.8,83.1,93.9,17.6,62.3,,14.7,62.4,69.8,132.2,10.5,,,,,,,,,
15 July 2005,54.17,0.677,80.02,65.7,,10.6,11.0,84.6,95.6,13.7,63.3,,14.8,62.5,70.7,133.2,6.4,,,,,,,,,
22 July 2005,51.38,0.678,75.80,65.1,,10.8,11.1,85.7,96.8,16.5,64.5,,15.1,62.7,73.0,135.8,10.7,,,,,,,,,
29 July 2005,51.82,0.683,75.92,65.1,,10.4,10.8,83.1,93.9,17.4,65.9,,15.3,63.0,74.9,137.9,11.6,,,,,,,,,
5 August 2005,54.63,0.686,79.61,67.5,,10.4,10.8,83.1,93.9,18.0,69.1,,15.4,63.1,75.7,138.8,11.2,,,,,,,,,
12 August 2005,55.72,0.696,80.11,66.9,,10.5,10.9,83.9,94.8,18.8,68.3,,15.7,63.3,77.7,141.0,11.8,,,,,,,,,
19 August 2005,57.13,0.703,81.24,67.0,,10.8,11.1,85.8,96.9,18.3,71.0,,16.0,63.7,80.2,143.9,11.2,,,,,,,,,
26 August 2005,56.64,0.696,81.33,73.5,,10.8,11.1,85.8,96.9,18.8,79.5,,16.1,63.7,80.8,144.5,12.5,,,,,,,,,
2 September 2005,58.64,0.696,84.30,73.5,,11.0,11.4,87.7,99.0,20.7,79.5,,16.7,64.3,85.7,150.0,14.7,,,,,,,,,
9 September 2005,57.25,0.707,81.01,76.5,,11.3,11.7,90.2,101.9,16.7,78.1,,17.1,64.8,89.4,154.2,9.9,,,,,,,,,
16 September 2005,55.50,0.706,78.60,75.6,,11.1,11.4,88.2,99.6,11.7,74.1,,17.1,64.7,88.9,153.6,10.7,,,,,,,,,
23 September 2005,56.69,0.698,81.20,80.3,,11.0,11.4,87.7,99.0,12.1,74.6,,16.9,64.5,87.4,151.9,13.3,,,,,,,,,
30 September 2005,56.18,0.687,81.83,83.0,,11.3,11.7,90.2,101.9,9.9,73.4,,16.9,64.5,87.4,151.9,12.8,,,,,,,,,
7 October 2005,55.96,0.695,80.54,80.3,,11.4,11.8,91.2,103.0,8.3,71.0,,16.9,64.5,87.4,151.9,13.9,,,,,,,,,
14 October 2005,54.04,0.695,77.75,79.6,,11.8,12.1,93.8,105.9,13.4,70.4,,16.6,64.3,85.5,149.8,14.4,,,,,,,,,
21 October 2005,53.83,0.698,77.18,75.1,,11.7,12.1,93.3,105.3,13.7,67.7,,16.5,64.1,84.2,148.3,13.7,,,,,,,,,
28 October 2005,52.96,0.704,75.19,72.2,,11.3,11.7,90.2,101.9,15.1,62.7,,15.8,63.5,79.0,142.5,11.3,,,,,,,,,
4 November 2005,52.90,0.697,75.95,68.5,,11.3,11.7,90.2,101.9,18.0,62.5,,15.5,63.2,76.7,139.9,14.0,,,,,,,,,
11 November 2005,53.16,0.684,77.73,67.3,,11.3,11.6,89.7,101.3,21.2,62.2,,15.5,63.2,76.7,139.9,14.2,,,,,,,,,
18 November 2005,50.67,0.684,74.04,68.1,,10.8,11.2,86.3,97.5,19.0,60.1,,15.3,63.0,74.8,137.8,12.6,,,,,,,,,
25 November 2005,50.55,0.691,73.10,65.5,,10.5,10.9,84.0,94.9,15.9,58.4,,15.2,62.9,74.0,136.9,13.9,,,,,,,,,
2 December 2005,50.50,0.702,71.98,61.2,,10.3,10.7,82.1,92.8,16.6,54.7,,15.0,62.7,72.6,135.3,14.2,,,,,,,,,
9 December 2005,53.26,0.710,74.99,64.1,,9.9,10.2,78.7,88.9,17.5,57.0,,14.7,62.3,69.6,131.9,14.9,,,,,,,,,
16 December 2005,54.82,0.704,77.88,68.4,,9.9,10.3,79.2,89.5,15.1,60.0,,14.7,62.4,70.1,132.5,13.1,,,,,,,,,
23 December 2005,52.68,0.682,77.23,70.7,,10.3,10.7,82.2,92.9,13.8,59.1,,15.1,62.8,73.1,135.9,13.2,,,,,,,,,
30 December 2005,52.11,0.678,76.85,70.6,,10.3,10.7,82.2,92.9,11.5,60.1,,15.1,62.8,73.1,135.9,14.0,,,,,,,,,
6 January 2006,55.53,0.686,80.96,73.3,,10.4,10.8,83.0,93.8,12.4,65.3,,15.2,62.9,73.9,136.8,13.8,,,,,,,,,
13 January 2006,57.36,0.694,82.67,72.1,,11.0,11.3,87.4,98.8,14.2,63.6,,15.7,63.3,77.7,141.0,12.4,,,,,,,,,
20 January 2006,58.55,0.690,84.88,78.7,,11.1,11.5,88.4,99.9,16.4,65.8,,15.8,63.4,78.5,141.9,14.9,,,,,,,,,
27 January 2006,60.22,0.684,88.10,80.1,,11.5,11.8,91.5,103.3,12.8,66.3,,16.1,63.8,81.5,145.3,15.8,,,,,,,,,
3 February 2006,60.48,0.685,88.30,75.9,,11.8,12.1,93.8,105.9,13.6,64.3,,16.2,63.9,81.9,145.8,15.6,,,,,,,,,
10 February 2006,58.83,0.678,86.74,78.6,,11.8,12.1,93.8,105.9,17.9,63.3,,15.9,63.6,79.6,143.2,15.3,,,,,,,,,
17 February 2006,56.38,0.675,83.53,78.8,,11.8,12.1,93.8,105.9,15.2,62.6,,15.8,63.4,78.5,141.9,15.2,,,,,,,,,
24 February 2006,56.02,0.664,84.37,80.8,,11.8,12.2,94.2,106.3,15.3,66.5,,16.1,63.7,80.8,144.5,18.1,,,,,,,,,
3 March 2006,57.61,0.663,86.94,80.6,,12.0,12.3,95.3,107.6,14.5,67.1,,16.4,64.1,83.8,147.9,17.3,,,,,,,,,
10 March 2006,58.15,0.654,88.94,83.3,,11.9,12.3,94.9,107.2,14.3,68.0,,16.6,64.2,84.9,149.2,17.8,,,,,,,,,
17 March 2006,57.25,0.642,89.14,84.8,,12.1,12.5,96.4,108.9,13.2,70.1,,16.6,64.3,85.2,149.5,17.2,,,,,,,,,
24 March 2006,56.98,0.625,91.20,83.8,,12.4,12.8,99.0,111.8,14.2,71.7,,16.9,64.5,87.2,151.8,17.1,,,,,,,,,
31 March 2006,58.18,0.608,95.74,87.2,,12.8,13.2,102.0,115.2,18.2,76.3,,17.2,64.9,90.3,155.2,18.6,,,,,,,,,
7 April 2006,61.13,0.611,100.02,89.7,,13.0,13.3,103.6,116.9,16.4,79.1,,17.4,65.7,90.5,156.2,14.1,,,,,,,,,
14 April 2006,62.65,0.613,102.16,92.5,,13.4,13.7,106.6,120.3,16.9,83.4,,17.7,66.1,93.3,159.3,14.1,,,,,,,,,
21 April 2006,65.75,0.628,104.64,97.0,,13.7,14.0,108.9,122.9,16.4,86.7,,18.3,66.6,97.8,164.5,14.5,,,,,,,,,
28 April 2006,66.49,0.631,105.35,100.2,,13.8,14.2,110.2,124.3,13.2,87.3,,18.8,67.1,101.6,168.8,15.0,,,,,,,,,
5 May 2006,66.81,0.638,104.65,101.1,,14.2,14.6,113.3,127.9,13.2,92.0,,19.0,67.4,103.5,170.9,16.2,,,,,,,,,
12 May 2006,65.78,0.632,104.03,101.7,,14.2,14.6,113.3,127.9,12.3,92.5,,19.0,67.4,103.5,170.9,11.6,,,,,,,,,
19 May 2006,63.65,0.623,102.09,101.2,,14.2,14.6,113.3,127.9,11.6,93.9,,19.0,67.4,103.5,170.9,11.0,,,,,,,,,
26 May 2006,64.35,0.629,102.38,96.5,,14.2,14.6,113.3,127.9,12.1,92.1,,19.0,67.4,103.5,170.9,9.6,,,,,,,,,
2 June 2006,65.32,0.635,102.91,96.0,,14.2,14.6,113.3,127.9,16.9,90.0,,19.0,67.4,103.5,170.9,11.5,,,,,,,,,
9 June 2006,65.77,0.629,104.57,96.3,,14.2,14.6,113.3,127.9,17.3,89.4,,19.0,67.4,103.5,170.9,13.5,,,,,,,,,
16 June 2006,63.70,0.625,101.89,95.4,,14.2,14.6,113.3,127.9,17.1,88.1,,19.0,67.4,103.5,170.9,14.2,,,,,,,,,
23 June 2006,63.99,0.616,103.94,94.3,,14.0,14.4,111.8,126.2,16.4,85.4,,18.8,67.2,102.0,169.2,13.9,,,,,,,,,
30 June 2006,66.66,0.603,110.54,96.9,,13.8,14.1,109.8,123.9,15.5,91.2,,18.5,66.9,100.0,166.9,14.6,,,,,,,,,
7 July 2006,68.81,0.607,113.42,98.0,,13.8,14.1,109.8,123.9,12.9,92.3,,18.9,67.2,102.5,169.8,11.3,,,,,,,,,
14 July 2006,69.58,0.615,113.11,97.1,,13.8,14.1,109.8,123.9,11.8,91.2,,19.0,67.4,103.5,170.9,11.2,,,,,,,,,
21 July 2006,69.19,0.623,111.08,95.6,,14.1,14.4,112.1,126.5,15.0,91.2,,19.4,67.8,107.0,174.8,15.8,,,,,,,,,
28 July 2006,68.34,0.622,109.82,94.9,,14.2,14.6,113.3,127.9,17.8,90.8,,19.7,68.0,108.9,176.9,17.7,,,,,,,,,
4 August 2006,70.17,0.620,113.22,96.7,,14.0,14.3,111.4,125.8,16.5,93.5,,19.7,68.0,108.9,176.9,18.1,,,,,,,,,
11 August 2006,71.21,0.628,113.39,97.9,,13.9,14.2,110.7,124.9,14.0,91.3,,19.7,68.0,108.9,176.9,15.4,,,,,,,,,
18 August 2006,68.17,0.636,107.18,95.0,,13.9,14.2,110.7,124.9,12.8,84.4,,19.2,67.6,105.4,173.0,14.1,,,,,,,,,
25 August 2006,68.12,0.638,106.85,94.5,,13.8,14.1,109.9,124.0,14.9,83.3,,18.5,66.9,100.0,166.9,15.5,,,,,,,,,
1 September 2006,65.21,0.645,101.10,92.3,,13.5,13.9,108.0,121.9,13.5,77.2,,18.4,66.8,98.7,165.5,15.4,,,,,,,,,
8 September 2006,63.42,0.650,97.58,89.6,,13.4,13.7,106.5,120.2,14.2,70.8,,17.6,66.0,92.5,158.5,15.3,,,,,,,,,
15 September 2006,60.05,0.647,92.80,82.7,,13.1,13.5,104.8,118.3,15.3,68.3,,17.2,65.5,88.9,154.5,18.1,,,,,,,,,
22 September 2006,57.53,0.661,86.98,77.5,,12.7,13.0,100.9,113.9,18.2,66.4,,16.5,64.9,83.7,148.6,15.4,,,,,,,,,
29 September 2006,56.52,0.660,85.61,76.2,,11.8,12.2,94.0,106.2,16.6,65.4,,16.2,64.6,81.1,145.6,14.7,,,,,,,,,
6 October 2006,56.27,0.659,85.37,75.8,,11.5,11.9,92.0,103.9,15.8,64.0,,16.0,64.4,79.5,143.9,14.2,,,,,,,,,
13 October 2006,56.29,0.659,85.41,74.2,,11.5,11.9,92.0,103.9,16.2,62.3,,16.0,64.4,79.5,143.9,15.6,,,,,,,,,
20 October 2006,56.73,0.662,85.66,72.9,,11.5,11.9,92.0,103.9,17.8,62.1,,16.0,64.4,79.5,143.9,17.2,,,,,,,,,
27 October 2006,56.77,0.660,86.07,72.5,,11.5,11.9,92.0,103.9,19.1,61.7,,16.0,64.4,79.5,143.9,17.4,,,,,,,,,
3 November 2006,55.48,0.669,82.91,68.6,,11.4,11.7,90.7,102.5,18.2,59.2,,15.8,64.2,78.3,142.5,16.6,,,,,,,,,
10 November 2006,57.53,0.668,86.12,68.8,,11.0,11.3,87.6,98.9,18.9,60.9,,15.4,63.8,75.1,138.9,15.9,,,,,,,,,
17 November 2006,56.57,0.662,85.40,70.5,,11.0,11.3,87.6,98.9,18.7,61.8,,15.4,63.8,75.1,138.9,14.2,,,,,,,,,
24 November 2006,56.13,0.669,83.90,72.0,,11.0,11.3,87.6,98.9,17.1,63.1,,15.4,63.8,75.1,138.9,13.3,,,,,,,,,
1 December 2006,58.97,0.677,87.10,72.1,,11.0,11.3,87.6,98.9,15.6,65.0,,15.6,63.9,76.1,140.0,13.0,,,,,,,,,
8 December 2006,59.76,0.688,86.92,71.0,,11.0,11.3,87.6,98.9,15.4,64.3,,15.9,64.3,78.6,142.9,13.7,,,,,,,,,
15 December 2006,58.23,0.689,84.46,71.9,,11.0,11.3,87.6,98.9,16.6,65.7,,15.9,64.3,78.6,142.9,14.4,,,,,,,,,
22 December 2006,58.44,0.693,84.29,71.7,,11.0,11.3,87.6,98.9,15.6,67.1,,15.9,64.3,78.6,142.9,12.9,,,,,,,,,
29 December 2006,56.88,0.703,80.95,69.0,,11.0,11.3,87.6,98.9,15.9,65.9,,15.9,64.3,78.6,142.9,11.6,,,,,,,,,
5 January 2007,53.55,0.704,76.05,67.4,,11.0,11.3,87.6,98.9,18.6,63.3,,15.9,64.3,78.6,142.9,12.8,,,,,,,,,
12 January 2007,51.20,0.689,74.27,68.1,,10.7,11.1,85.5,96.6,18.1,60.6,,15.6,64.0,76.6,140.6,13.4,,,,,,,,,
19 January 2007,49.55,0.694,71.44,66.9,,10.4,10.8,83.1,93.9,15.0,57.6,,15.3,63.7,74.2,137.9,13.6,,,,,,,,,
26 January 2007,51.83,0.699,74.17,67.2,,10.4,10.8,83.1,93.9,16.2,58.9,,15.3,63.7,74.2,137.9,16.6,,,,,,,,,
2 February 2007,53.36,0.691,77.26,70.3,,10.4,10.8,83.1,93.9,15.9,61.5,,15.3,63.7,74.2,137.9,15.3,,,,,,,,,
9 February 2007,55.44,0.684,81.03,72.6,,10.7,11.1,85.4,96.5,15.1,63.6,,15.6,64.0,76.5,140.5,15.0,,,,,,,,,
16 February 2007,54.31,0.688,78.89,69.9,,11.1,11.5,88.4,99.9,15.8,62.4,,16.0,64.4,79.5,143.9,16.0,,,,,,,,,
23 February 2007,56.99,0.703,81.09,69.4,,11.0,11.4,87.9,99.3,18.0,64.7,,16.0,64.4,79.5,143.9,17.1,,,,,,,,,
2 March 2007,58.94,0.702,83.91,71.3,,10.7,11.0,84.9,95.9,15.5,68.8,,16.1,64.4,80.0,144.5,15.3,,,,,,,,,
